P76655
O32528
P76170
P0DSF2
P64588
Q2M7X4
P37749
P75809
P75863
P0AAS9
P77365
P77634
P37018
P76406
P0ACM9
P33222
P37642
P39383
P0DSG6
P0AFU0
P0ADT2
P0AGJ5
P39391
P0A8B2
P0ACY6
P37767
P75991
P52143
P77775
P29010
P67095
P77260
P76154
P76356
P45394
P75972
P75763
P75616
P0AB31
P75741
P77806
P37664
P64622
P0AA70
P24197
P33349
P77692
P76512
P39352
P39360
P52124
P52140
P31453
P39357
P31455
P76100
P0A8L5
P0DSH7
Q46953
P64493
P0AA63
Q2MB16
P0AC78
P75764
P62066
P75931
P36682
P75692
P77506
Q47536
P77234
P32162
P76421
P37635
P64627
P32694
P32139
P37908
P77804
P39367
P0ACX3
P42592
P67762
P76198
Q46791
P21363
P64432
Q46906
Q46787
P0AEB7
P0DSF0
P33366
P0A8Z7
P0ACV8
P0DPP6
P0AD40
P0AC51
P0ACS5
P37617
P14375
P0AAU7
P0AAS7
P46122
P30979
P33668
C1P5Z8
P56257
P0ADV5
P0AF34
P39382
P76359
P0AF78
P76628
P65294
P0DSG9
P0A881
P45530
P0A877
P45531
P0A8P6
P75770
P75737
P71311
P0AAT2
P77746
P0DPM6
P75777
P31666
P45804
P0ADJ3
P0AFV0
P32137
P64562
P76524
P37903
P07024
P0AFS7
P37387
P0AGF4
P27835
Q2EES3
P64610
P0DPM5
P77717
P0AFP4
P77607
P18393
P75694
P39342
P64624
P0AF56
P42915
P33941
P0DPN4
P56580
P37188
P60778
P04152
P17993
P60472
P0A9T6
P0AFN6
P0A8E5
P0AAT9
P39279
P45470
P37615
P33030
Q46834
P60872
P32160
P76046
P52135
P0DSF5
P39369
P64572
P39356
P37327
Q46843
P0ADM6
P52131
P76510
P31447
P64476
P22787
P77493
P76550
P76471
C1P604
P76692
P0AA95
P75711
P0AAR5
P62768
P77328
P0ADD9
P46887
P37674
P64506
P39351
P0A8H6
A5A628
P0AFU6
P0DSG1
P39389
P0ADN6
P0ACW4
P25907
P76573
P75946
P76165
P76257
P77658
P0AA93
P0A7D1
P69791
P30235
P09029
P75746
P0DMC7
P75685
P0AEI4
P16919
P0A8V2
P0A7Q1
Q46755
P77444
P0AGE0
P0ACA3
P69428
P32672
P0AA04
P05706
P37177
P0AG55
P02359
P75893
P52108
P38035
P77285
P76182
C1P601
Q47622
P0AAH4
P0AAH8
P0AFY6
P33012
P76136
P0AG86
P0A7F6
P0DTV7
P05707
Q46812
P0CE44
P10905
P76193
P33602
P76081
P24207
P77528
P26647
P00914
P0A7I7
P30176
P0A7I4
P27128
P27129
P28369
P27243
P27241
P39199
P0ACC1
P17888
P0A7N4
P71244
P0ADP7
P45527
P0AG80
P75745
P0A7M9
P68567
P77768
P0AFW8
P0AF90
P38052
P0A8T7
P37680
P39364
P39361
P06612
P76194
P32143
P32141
P23003
P36667
P77338
P76096
P76079
P0A9N0
P21893
P08394
P0CG19
P27830
P0A7N9
P0AG51
P0A8N3
P39321
P64599
P76272
P0AAC6
P75818
Q47157
P0AA99
P30866
P09546
Q2EEQ2
P68679
P39363
P09158
P0AFZ3
P0A8U0
P07604
P27859
P30137
P0AAA7
P11868
P0AGA6
P0AF67
P16525
P0ADN0
P0DSE7
P40876
P75683
P45524
P45550
P37675
P75677
P42905
P69824
P0A7D7
P08244
P40719
P37051
P0A9U6
P0A7I0
P0A7J7
P0A7K6
P75782
P75876
P62395
P45581
P02358
P45463
P09099
P39328
P77475
P0AE42
P0A9U3
P37049
P0A8E7
P0DPN1
P33128
P46125
P45545
P32681
C1P621
P32136
P37772
P0ACU7
P77552
P76066
P76235
P0A8E1
P0AB49
P76069
P0AD44
P64481
P76135
P21362
P0A738
P77182
P0A6U3
P40120
P0AAH0
P33024
P0A7E3
P0AAZ4
P76470
P33022
P76161
P0A8A8
P68919
P0A776
P0AG44
P0AGJ2
P12758
P0A698
P69346
P32109
P0DPP3
P25747
P37691
P39308
P37197
P75675
P0AF40
Q46861
P39354
Q46845
P0AD33
Q46832
P77716
P0CF86
Q7DFU6
P0ACW6
P27840
P0ADP0
Q46908
P0AB61
P77526
P0ADE8
P0AEC0
P76224
P37906
P33229
P25888
P09155
P0AFW4
P52129
