Q08172
Q03327
Q12132
P37265
Q05934
Q3E7Y5
P38765
P38752
P38729
P0CY01
P38745
P38834
P38716
P53231
P0C5N0
Q12331
P87287
Q6Q5H1
P53962
P53037
P28272
P38212
P35196
P53893
P38629
P38234
P09938
P0CX48
P38711
P48415
Q08873
P15303
P39980
Q06132
Q12216
P32908
P36077
Q07351
Q00947
P35209
P39007
P38789
P42845
P46675
P38687
P32584
Q06563
P21734
P25302
P38758
P53378
Q04179
P38329
Q04305
P36135
P21576
Q05518
P48565
P53900
P22216
Q04264
P39105
P07283
P53721
Q12465
P39729
P53295
P38232
Q06709
P25378
P32385
P25367
P32349
P05748
P05745
Q04693
Q02608
Q03516
P42847
P38175
P36056
Q05942
P25042
P40422
P53060
Q02204
P11745
P53875
P53881
Q12487
P36533
P36520
P20048
P43602
P36159
Q00711
Q01589
P23833
P40510
P36047
P25365
P21801
P38072
Q01590
P53172
P34228
P38314
Q04279
P34250
P40505
Q06058
Q08285
Q05468
Q04712
Q12277
P25359
Q02793
P40470
P38786
P46784
P38771
P39928
Q3E784
Q12232
P0CX86
P46969
Q02773
P32496
P40210
P53256
P36080
P25381
P40042
P43321
Q12078
Q08490
Q12469
P33336
P38889
P32828
P38858
P40072
P40571
P49955
P53251
P53953
P07281
Q12505
P34226
P40363
Q03656
P33330
P0CX35
P15180
P0CX34
P46654
P54999
P47141
P53292
P40033
P32608
Q12443
P38120
P53330
P40063
Q12378
P46674
P17121
P27796
Q08231
O13539
Q12049
P39983
Q08986
Q08985
P28791
Q03529
P10080
P38992
P32911
P38198
Q12030
Q04226
Q08686
P32318
Q07471
P36044
Q03429
Q06144
P39683
Q12451
P20676
P35845
P0CE86
P52891
Q99220
P53427
P43575
P25580
P22434
P36147
P32864
Q12223
P36093
P32863
P25611
P38953
P19541
P25301
Q06835
Q99359
P06779
P14737
Q12057
Q06449
P31382
Q04636
P23595
P32838
P40212
P28708
P26785
P07274
P54780
P53835
P42946
P25451
P00635
P08468
P00127
P25332
P06838
P12753
P06778
Q06208
Q12300
P32445
Q00453
P41805
P40160
P49166
Q02326
P05737
P38764
P25298
P31334
P46948
P38204
P36119
P42900
P38634
P40486
Q02774
P38241
Q00772
Q07657
P40472
P43682
Q02775
P38262
P38166
P38751
P38957
P34252
P00447
Q03406
P06367
P42843
P38337
P52286
P38810
P07280
Q01684
P05755
P26786
Q06160
Q03012
Q12074
Q07963
P0CG63
P07263
P0CF17
P32944
P08153
Q05506
P04840
P50105
P41835
P53882
Q03525
Q12000
Q03496
Q06177
Q08919
P48560
P80967
P09880
P00931
P38334
P52490
P36164
P53163
Q05648
P23059
P36002
P08525
P53335
Q02256
P38227
P38230
P01119
P10622
P04650
P39938
P25443
Q03195
P0CH08
P40016
P07560
P35996
P40156
P53437
P39965
Q04372
P18562
Q04006
P40498
Q02354
P40055
P53276
P28274
P38882
P38627
P21373
Q04301
P38358
P25594
P34241
Q04602
P36172
P32630
P42943
P29055
P09733
Q03796
Q06510
P40462
Q03660
Q08687
P40032
Q02208
Q3E764
P40478
Q08831
Q12071
P40159
Q06116
Q12204
Q03629
I2HB70
Q3E7B5
P53878
P39523
Q03177
Q04304
Q05776
P41807
Q12220
P25654
P32563
P38959
P40489
Q03388
P53107
Q08157
Q08964
Q02961
Q03722
Q99344
P08067
Q04228
P47049
P0C5R9
Q99345
Q12219
Q04706
Q04867
Q04223
P39927
P40102
P20795
P38747
Q02890
Q03880
P40347
P38876
P0C2H8
P17076
P49167
Q12495
Q02983
Q04748
Q12149
P39538
Q06466
P43604
P23202
Q9ZZV8
Q04779
P43565
P16664
Q3E811
Q3E757
P0C2H7
P36144
O14455
P51998
P38961
Q02260
P38247
Q01855
P0CX52
Q02875
P48606
Q06417
Q03533
P40045
P38152
Q06672
P38962
P40104
P40157
Q12266
P47118
P0C2J7
P36127
P38775
P47107
P40101
P40097
P53307
P53222
P0C5N3
Q12303
Q03482
P36036
P53947
P53729
P02400
P53167
Q00578
P32529
P25441
P50106
P36121
P32388
P53724
P32910
P10964
Q06090
P17890
P35718
P22138
P38927
P50861
P53331
P38883
P38714
Q07527
P00912
Q02863
P32861
Q03714
P22219
Q07655
P38243
Q3E830
P40574
Q8TGU7
Q3E732
P0C5Q1
Q3E7A0
P40889
Q07804
A0A023PZG4
P32618
Q12275
Q12346
Q07379
Q12441
P43587
Q07629
P0C272
Q08909
Q06681
P38298
Q06107
P0CD97
P14120
P0CX87
P53009
Q02685
P36160
P23250
P38902
O13563
P53196
P16370
Q12250
P32387
P53078
P53011
P38766
P38712
P40992
Q06511
P25390
Q02159
P38326
P39706
P25623
P53215
Q08224
Q04511
P39001
P40446
Q06479
P32366
Q04411
P39953
Q04408
P42945
Q08465
Q04338
P38784
P36095
Q06696
Q3E776
Q12491
Q12260
P39999
P36083
P38355
P36114
Q12138
P0C2I8
P0CX75
P38900
Q06251
Q08259
P32331
Q12213
P0CX25
P0CX26
P20433
Q02805
Q05635
P53046
Q06109
Q12532
Q05022
P0CX39
Q12133
P38114
P53965
P10870
Q06688
Q02521
P35189
Q08975
P35202
P53904
Q12239
Q99394
P38342
P40103
P0CX94
P14682
Q99385
P40151
Q04272
Q02725
Q08245
P53907
P36138
Q2V2P5
P54072
Q3E7Z5
P38616
P38867
P0CX71
P53133
P0CX66
P43625
P53132
P53120
P53097
P53217
P48238
P53225
Q06676
P40523
P53183
Q8TGS0
P32939
Q03480
Q12506
Q12273
P40168
P53876
P47007
Q07349
P47084
P46151
P40567
P38994
P38590
P22148
P33748
P52918
P32505
Q02892
P40165
P53935
Q12143
P53898
Q12457
P54885
Q12498
Q06668
P39705
P49686
P21375
P15873
P25043
P40012
P33891
Q08422
Q04600
P53840
Q04767
Q3E810
P40449
P52492
P06785
Q96VH3
Q06199
P47099
P0CF00
Q06204
P0C2J3
P47009
P0C5N7
P39978
Q03619
P53122
P40057
P53273
P53293
P43552
P40326
P53186
Q12424
Q05612
Q08900
Q02781
Q03675
Q12486
P0C2J1
P34161
Q12461
P25502
P31244
P04456
P56628
P0CX43
P0CX24
P53738
P27654
P39961
P33448
Q08926
P52488
P40041
P38180
P39711
P38277
Q8TGU5
P36086
Q05867
P38733
Q2V2P2
Q02209
P40575
P38750
P38899
P38868
P40488
Q12222
P53093
P0CX16
Q3E7A2
P43562
P43608
P0C270
Q12173
P43540
Q8TGU1
P0C5L7
Q12407
Q3E7Y8
Q3E6R4
Q12103
Q08912
Q8TGS9
Q04773
P53719
Q08234
Q99395
P0CE93
P40368
Q08931
Q12146
P21304
P09368
Q12044
Q12270
P87262
P49957
P12685
P07213
P53299
P39547
P25620
Q04311
P53853
P38256
P38315
P38202
P0C268
P0CE97
P38829
P25361
P40514
P40004
P53212
Q08560
Q12496
Q03193
Q08743
P53870
Q99337
P0CX76
P0CX45
P05747
P51402
P0CX40
P23561
Q03868
P06784
P23179
P25344
D6VTK4
P08459
Q04673
Q12020
Q08646
P39073
Q04048
P53230
Q12513
P89886
P28584
Q08693
P35180
O74700
Q06412
P53044
Q3E7B6
P40438
Q03308
Q06263
P37370
P52917
P53921
P53857
P26725
Q08974
Q08976
Q08980
Q08984
Q08989
P0CX97
O13559
P38354
Q3E821
O13544
Q12155
P54007
P0C2I4
P46992
P35725
Q3E746
P0CY02
Q8TGT4
Q8TGN5
Q06698
P53155
P25354
P40082
P25593
P53326
P40519
P25657
Q3E6R5
Q08993
P53049
O13585
Q06595
Q3E792
P11747
P39743
P21771
P46974
Q05043
P25632
Q12334
P38352
P14693
P36136
Q03085
Q08553
P38793
Q08144
P00899
P38319
P43123
P54860
P48412
P38799
P39944
P39702
P36116
P38177
P0CE99
P53066
Q07888
Q3E815
P47062
P39992
Q06328
P53185
Q08844
Q3E774
O74302
Q99303
Q8TGS8
Q12152
P06700
P41808
P53165
P38989
Q12369
P40548
Q12314
P53538
P39015
Q03175
Q01852
P53394
P36150
P06844
P38637
P32914
Q04438
P33757
Q3E752
P25379
P40511
P18410
P38163
P53277
Q3E790
P38293
Q01476
P16140
P38215
Q96VH2
P47078
P36153
Q2V2P1
Q12312
Q12301
Q12027
Q12113
P0C1Z1
Q12293
Q12351
P53956
Q12251
Q6Q5F3
P53748
Q04336
P20107
P34240
P43580
P43576
Q04276
Q12470
Q03102
P53975
P0CF18
Q12243
Q03759
P38239
P38763
O13556
P40355
O13535
P38864
Q99219
P53845
Q04597
Q3E816
Q08321
Q03856
P42840
Q04838
Q3E7Z2
P34760
Q04120
P54730
Q8J0M4
O13512
Q3E819
Q7M4S9
P39564
P38338
Q06152
P38150
Q3E801
P47139
Q05451
P40544
P46987
P53156
Q3E802
Q12316
P43537
Q8TGT8
Q03900
Q12185
Q08910
Q02831
Q3E824
Q03208
Q08110
Q04436
Q08930
P38087
P03881
P31412
Q8TGV0
Q02981
P53584
Q8TGS5
Q12531
Q08206
Q06522
P53736
Q3E7Z1
P47181
Q03207
P53752
Q3E809
Q6B2U8
Q12218
Q07914
P25040
P33202
P41834
P38187
P38820
P39967
Q3E751
P39563
Q12217
P47080
P47131
Q8TGK1
P40455
Q02826
Q04978
Q3E7Z9
Q03879
P47168
P33122
P40453
Q04116
P22203
P32610
P32913
P38746
Q03559
Q04835
Q12045
Q8TGK6
P37263
P0C5K9
Q12193
Q3E762
P38201
Q12088
P38842
P47022
P0CE96
P39529
Q8TGT6
P51996
Q12697
Q03983
Q03864
P53906
P0CX22
P0C271
P36155
P54787
Q03631
P25384
P38185
P38194
Q3E756
P39728
Q3E775
P25637
P38146
Q3E7Z7
P87283
Q08734
Q3E806
Q3E841
P0C5Q3
Q12253
P53735
P40547
Q12160
Q02606
P40009
P40169
Q3E7A6
Q3E7Z8
P38235
P87012
P0CX18
P0C5L4
P36134
Q3E826
Q04013
P43539
Q3E7B7
Q99315
P53274
Q12235
P53242
Q03855
Q03494
P0CF20
Q08504
P32329
P0C2I9
Q04814
Q04471
P53108
P47137
P0C5P3
Q8TGT3
P38776
Q12472
Q3E818
Q8TGS2
Q3E735
Q12042
O13527
P0CX57
P36092
P39989
Q07986
Q12026
P38690
P47053
Q3E814
Q99296
Q3E7B0
P38831
P53100
Q8TGU4
P35723
P43597
P53287
P25349
Q3E838
P40093
P43591
P53234
Q12489
Q06640
P0C5R4
P25606
Q12111
P25565
Q3E825
Q7LIF2
Q07990
P32622
P0CX72
P0CE69
P40483
P53211
Q8TGU0
P25631
P39959
Q02896
P53243
P0CX63
P0CX62
Q12392
Q03483
P53057
P40583
P18961
Q12010
Q03263
O13587
Q03697
P0CD98
Q03508
P17255
Q12274
Q07688
Q3E7A8
Q8TGS6
P40522
P40001
P40890
Q03231
Q03434
Q03433
P33418
P47061
P34215
Q3E741
P40917
P39549
Q3E743
P47173
P36103
P47087
P0CX91
Q07978
Q06537
Q06839
Q08995
Q08486
P40218
P17065
P32602
P38717
Q03144
Q04964
Q12368
P53127
Q03148
P48232
Q08491
P42948
Q12529
P39932
P15705
P32897
Q06524
P32580
P57744
P17122
P32916
P53937
P02557
Q12463
P00937
P36137
Q8TGK4
P38331
P38317
Q3E771
P38357
P40892
P39991
Q02203
Q3E758
Q06235
Q06188
P40586
P38279
P36019
Q07791
P32843
P53960
Q3E7Z0
Q06523
Q3E842
P32345
P32842
Q07748
Q04183
P36029
Q12094
Q08747
Q06170
Q05947
P33296
P34225
P43585
P53076
Q08182
O43137
Q3E820
Q3E7Z6
P40361
P38893
P47162
P46945
P38841
P53336
Q04210
P10356
P25639
Q3E7B3
P32795
P53099
Q12383
P34219
P53147
P33315
P42949
P07285
P16649
P40448
Q3E795
P47014
Q3E747
Q08474
P23968
P41806
P39102
Q12206
P43582
P53925
P47111
P38223
Q12110
P47024
P46996
P40572
P39974
P47159
P38708
Q06224
Q06821
P47043
Q12139
Q3E766
P53250
P25386
P25352
Q04500
P38815
P54786
P32341
P22543
P42839
P38109
P38321
P47115
Q3E737
Q05948
P40524
P42937
P25036
Q05530
Q3E7Y9
P38966
P0CX60
Q04299
P0CX98
Q03823
P0CE87
P33333
P42073
P32903
P23287
P09232
P15938
P29461
P40164
Q12488
Q03774
Q02721
P32830
Q03784
P22515
P19812
P40434
Q06682
Q06525
Q07468
P38349
P53146
P38838
Q07878
P36017
Q03944
P47165
Q06385
P40463
P32793
P53754
Q07549
P38863
Q04174
P47037
P39929
P25648
P12866
P09959
P53201
P09547
P36104
P40085
P13188
P35194
Q03761
P10863
P32837
P47072
P36015
P40551
P47098
P39977
P40052
A0A023PYF4
Q3E7X8
Q3E817
Q3E786
P0C5M0
Q05510
Q07793
Q3E805
O14468
Q3E804
Q06102
P53758
Q12391
Q12179
Q04526
Q04869
P33890
P40414
Q03860
P34251
P27515
P53058
Q05946
Q02931
P38806
P46683
P36087
P34245
P36151
P38780
P47147
Q12112
Q03648
Q02749
Q03219
P53964
P39109
Q04177
P40570
Q12215
Q12363
P38216
Q12490
Q3E755
Q06146
Q86ZR7
P38887
O13536
P0C5M8
Q3E7Z3
P38870
P53139
P0CX95
P40520
P25347
Q08956
P53329
Q04585
Q12141
P40083
Q12501
P48569
P38374
Q3E736
Q05497
Q8TGJ0
Q12439
Q03780
Q3E763
Q02873
Q03236
P40152
P25351
Q2V2Q2
P38311
P42947
Q05854
P0CY04
P0CX93
P0CX15
Q08994
Q03083
Q12159
P53303
P40503
P34761
P53932
P53929
Q3E778
P34248
Q8TGT1
P0CX68
P0CI67
P53054
Q8TGT2
P0CX19
P35995
Q3E7Z4
P0C5N1
P53249
Q12426
Q3E740
Q03899
Q12210
P48559
P01123
Q04170
Q6B0W2
Q12492
P53952
Q04214
P25339
P07257
P38061
P41056
Q8TGM6
P46677
P53065
P47079
Q05998
P18412
P38426
P36096
P50101
P40046
P38932
P47086
P53056
P39972
P40556
P0CX17
P38722
Q06252
P47090
P53116
P25650
Q2V2P6
P53275
Q8TGU2
P53265
P53270
P53227
Q6Q5X2
Q07555
Q12121
Q04897
Q03703
Q03730
P53285
P14680
Q3E7A7
O13574
P0C5N6
P40049
P42942
P0C5M9
P53216
Q45U48
Q3E789
Q12257
Q03964
Q03787
Q12182
P0C074
Q12169
Q12340
Q12402
Q12172
Q06493
P15731
P47108
P40343
Q02792
P53832
Q12016
Q03785
P53262
P25577
Q3E787
P38318
P47101
P40896
P47044
Q07967
P40021
P40323
Q12400
Q12009
P35127
O13549
P47161
P31111
Q04018
Q03161
A2P2R3
Q3E782
P25572
P38081
P38299
Q8TGU6
I2HB52
P47172
A0A0B7P3V8
P53751
P53747
P43551
Q08971
Q04670
P32527
P15565
Q03010
Q08562
P06104
P23642
P25591
P39111
P12611
P33301
Q02767
P38759
Q07993
Q08438
Q3E767
Q8TGR9
P38079
P40554
P39968
P32788
P40497
Q06594
P0CX73
Q06616
Q03795
P38083
P38253
Q3E791
Q06070
Q2V2P3
P47063
P0C5N4
P0C2I6
A0A023PZF2
Q7LHG5
A0A023PZE8
P0CX96
Q3E744
P53272
P0CX70
P0C5L6
Q12322
Q8TGJ1
P0CX59
Q92392
Q2V2P7
Q3E7A5
P46951
P53750
A5Z2X5
Q04898
Q12523
P32386
P39542
P0CT86
P0CX74
P0CY05
P47126
P40500
Q07074
P53134
P53291
P0CX64
P40076
P43599
Q04162
Q12040
P25607
Q3E832
Q04093
Q12240
Q3E769
Q07530
P40166
P40211
Q08187
Q8TGS7
P38430
Q08924
Q3E7Y4
Q3E781
Q07895
Q3E765
Q12528
P34231
Q2V2P4
Q02598
Q03612
P53209
P53089
P53210
Q07738
Q3E7Y7
O13548
Q3E7B9
Q3E7B4
Q8TGS4
Q03080
Q03099
P53976
P0CX20
Q02486
P40535
Q00955
P32357
P39533
P47146
P32639
P16474
Q03673
Q08235
P13711
P38346
P39969
P29311
P53838
P39988
P53727
Q01802
P12904
P25612
Q07747
P47182
P54114
P36117
P29589
P22580
P38113
P38884
P53109
P40507
P52893
P43567
P47019
P15703
P32789
P25613
P43636
P32454
P49435
P40994
Q04413
P0CD91
P46682
P15274
P35201
Q04489
P49089
P0CZ17
P25568
P50275
P22768
P00890
Q04052
P38696
Q04549
P21592
P19516
P38636
P30902
P39103
P00830
P53314
P33307
Q12289
P53271
P40094
P36062
P40501
Q06096
Q01896
P40851
Q12226
P53600
P32798
Q06604
P10174
Q01532
P35727
P23285
P53769
P25334
Q03220
P53858
Q05611
P38770
P39011
P48582
P36122
P11709
P85052
P50080
Q08965
P33306
Q12191
Q03630
P23293
P53934
P47005
Q12084
Q99321
P54838
P43550
Q04895
P15365
P26343
P21657
P21705
P89113
P53267
P18899
Q03702
Q05924
Q12123
P33750
Q12389
P24784
P24783
P53829
P14066
P07252
Q03941
P32582
P00729
P24869
P25656
P27636
P31384
P38313
Q06440
P00420
P27697
Q08955
Q08923
P17214
Q03957
Q12046
P07143
P38818
Q12480
Q06151
P89105
P47029
P00331
P03876
P33304
P22149
P38872
P48360
P43549
P0CD90
P18544
Q99186
P38221
P24813
P08019
P47064
P53309
P35181
P40344
P38929
Q12675
P53104
P13090
P46989
Q08409
Q12691
P40471
P50273
P48016
O13525
P81451
Q06333
P53630
P00427
P32623
P43571
P38084
P00045
P22035
P43132
P40493
Q07457
P53741
P47039
P43583
P39101
P53918
P16892
P40066
P47026
Q04934
Q08484
O13555
P43564
Q12271
Q08227
P36004
P50112
P52489
Q12342
P32334
Q03455
P53045
P38881
P41903
P27616
P32588
Q05911
P54113
P38009
Q08217
P39081
P38787
Q08692
P38151
Q07362
P32567
P53010
P36139
P18898
P27801
Q07622
P34730
P47136
Q03771
P25300
P41697
P47127
Q04516
Q08223
Q12476
P52892
Q03862
P53296
P32447
Q06834
P53731
Q06597
P38995
Q04371
P38328
P09457
P05626
P53264
P38779
Q12142
P00854
Q01519
P38928
Q12359
Q06071
P53859
P00424
Q05779
P41815
Q07560
P53899
P12630
P14832
P46963
Q07660
Q12128
P38278
P53890
Q05949
P25385
P47176
P40580
P07245
P32796
P22516
Q03705
P20438
Q06675
P00924
Q03048
P53951
P15315
P21182
Q05498
P39708
Q02710
P38844
P32892
P53759
P36022
P06103
P32801
P32501
P37291
Q00055
P37292
P39012
Q08645
P28834
P47102
P39722
Q12154
Q12125
P38785
P32775
P25569
Q03330
P40154
Q12345
Q08561
P40060
P14065
P46984
P32488
P18963
P19158
Q04924
P32361
P30777
P53306
P03875
P38971
P40502
Q04894
P23180
P43633
P38628
P25376
P04710
P14540
P53954
P37254
P22136
P06115
P53868
P53930
Q01976
P39113
P43569
P36076
P46672
P11076
Q12354
Q08702
P38065
P27351
P38115
Q04212
P16550
Q12028
P53933
Q12048
P40458
P18634
P33204
Q06598
Q06408
P31386
P32381
Q12406
P38077
P61829
P81449
P40955
Q06405
P38843
Q12067
P32799
Q12233
P38176
Q08004
P43573
P38428
P38891
P38772
P36064
P53344
Q08054
Q03981
P00163
P53923
P38993
P0CH64
P21623
P38859
Q04739
P04387
P40526
Q99234
P31116
Q12743
P40366
Q99288
Q08496
P09624
Q06819
P40492
P69771
P37020
P40056
P32525
P47144
P53847
P38167
P39970
P47041
Q12031
P38041
P08521
Q02895
P47771
P10869
P39925
Q08957
P32493
P40529
P07248
Q12184
P40024
P03965
P14905
P38281
P32178
P53867
Q02887
P53855
P47117
P40086
P07251
Q3E731
P46946
P40074
P41696
Q08058
P32378
Q12349
P32453
P22135
P32451
P25719
P35176
Q06631
P47068
P46947
Q12140
P50084
P53841
P38356
P47040
P00546
P38910
P24868
P53188
P06704
Q12018
P32562
P47167
P43618
P32797
Q04949
P10614
P40059
Q08299
Q04201
Q12431
Q06344
P32476
P34756
P39727
Q06340
P53279
P39521
P46949
P32805
Q08109
P38777
Q07825
P43535
P39958
P33892
Q9ZZX0
P47113
P31787
P29366
P38720
P53323
Q08361
Q12013
P54115
Q2V2Q1
P39010
Q04689
P25356
Q03798
Q01574
Q02336
Q06321
P53332
P14843
P32449
Q05123
Q08236
Q04749
P47082
P21306
P50944
Q04632
P17898
P53622
P41811
P38845
P41810
Q12348
P40512
P43621
P47130
P40509
P04039
P32074
P07255
P32907
Q05892
P27680
P38287
P18496
P81450
P38930
P00425
P53301
P52868
P38934
P53194
Q99177
P47134
Q12291
P41832
P40450
P25627
P50277
P48524
Q06338
P50077
P80235
P69851
P38822
O13297
Q06549
P05374
Q06703
P09798
P35497
Q12145
Q07897
P38824
P0CX12
Q12468
Q04368
P14922
P38877
P47976
P47103
Q02770
P36075
P53088
Q02554
Q08967
P22204
Q06409
P08432
P38894
Q12517
Q03652
P15891
P14164
P01097
P38903
P21147
P31383
P47096
P19414
P47177
P53062
P46680
Q02948
P41695
P47129
P26448
Q06150
P32873
P27637
P40433
P32316
P53319
P37898
P21192
P25335
P00330
P38285
Q08902
Q03063
Q03373
P24870
P32943
Q08032
P36012
P11433
P47089
P48237
P32458
P08679
P43635
P40487
P38170
Q06680
Q01649
P53865
Q03212
P32601
Q06139
Q08225
P47081
P47110
P15436
P38821
P53235
P36053
P53959
P0CX13
Q08226
P40566
P53728
P43497
P42940
P40442
Q06469
P18962
P06634
Q08913
Q08558
P08640
P42222
P27882
P24814
P02309
P38911
P25621
Q08023
Q04952
Q03557
P25364
P13181
P13045
P31381
P31380
Q06629
P53389
P40481
Q04344
P19882
Q05787
Q06508
P43586
Q03579
P33399
P12683
P40037
P22804
P46367
P52910
Q03233
P18239
Q07732
Q12089
Q04728
P53943
Q06350
P36000
P53244
P35734
Q12092
P39524
P34233
P00856
P53983
Q12421
P08566
P04076
P53946
Q12509
P38731
P36107
P53755
Q08280
Q08347
P39724
P53226
Q01389
P20437
P32457
P38323
P33412
P36152
P33317
P53208
P53255
P47138
Q06349
Q05871
P32469
Q12429
P48235
Q04110
P53063
O13529
P38332
P38195
Q08232
P36049
Q12015
P40987
P33413
P39110
P0CX08
P43605
P15801
Q07648
P38774
P32803
Q12150
Q08412
P53917
P40318
Q04406
Q3E828
Q03653
Q03071
Q05874
P14741
P07286
P38333
Q08726
P49018
Q06543
Q12168
Q3E705
P29547
P25039
P36008
P05453
Q06551
P25087
P32353
P43613
Q04651
P38312
Q03034
P38224
P42837
P29703
P38225
P07267
P33322
P20447
P38260
P20449
O13577
P07149
P04385
P11412
Q3E808
P32891
Q04216
Q08650
P54005
Q12382
P00360
Q08559
Q04217
P36108
Q07505
P38988
Q08622
P38812
Q12393
P53171
P32461
Q06011
P39715
P32528
P14020
P48510
P53095
